,customer_id,count_x,vendor_x,vendor_y,count_y,Pop_v
12289,G6TCUJL,3,"310, 310, 13","310, 13",2,310
12290,G6TS262,8,"115, 195, 195, 191, 134, 310, 310, 76","115, 195, 191, 134, 310, 76",6,"195,310"
12291,G6TZGK8,1,113,113,1,113
12292,G6WJ89V,1,856,856,1,856
12293,G6ZGWEV,1,547,547,1,547
12294,G6ZHD08,6,"90, 846, 846, 846, 846, 846","90, 846",2,846
12295,G73653N,3,"84, 459, 195","84, 459, 195",3,"84,459,195"
12296,G73QZPB,1,386,386,1,386
12297,G742F23,5,"159, 298, 113, 159, 82","159, 298, 113, 82",4,159
12298,G759P4L,1,78,78,1,78
12299,G78FD8K,1,85,85,1,85
12300,G7EGBF7,3,"582, 113, 582","582, 113",2,582
12301,G7FC4JO,1,583,583,1,583
12302,G7H3U8V,2,"189, 537","189, 537",2,"189,537"
12303,G7H4RR4,1,43,43,1,43
12304,G7Q50O9,1,79,79,1,79
12305,G7QO1IS,2,"843, 843",843,1,843
12306,G7R52BO,1,113,113,1,113
12307,G7RH58Y,1,28,28,1,28
12308,G7RL3DM,1,578,578,1,578
12309,G7VWOAX,1,299,299,1,299
12310,G7VZTWJ,1,86,86,1,86
12311,G7W01VC,2,"856, 681","856, 681",2,"856,681"
12312,G7YDNZB,1,84,84,1,84
12313,G83DNYX,2,"78, 86","78, 86",2,"78,86"
12314,G85B4JM,4,"391, 83, 83, 86","391, 83, 86",3,83
12315,G86POEA,15,"113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113, 113",113,1,113
12316,G89SYZL,1,196,196,1,196
12317,G8CTJXC,3,"193, 189, 84","193, 189, 84",3,"193,189,84"
12318,G8HJM7L,1,23,23,1,23
12319,G8JHL1Q,1,386,386,1,386
12320,G8JTPM7,1,78,78,1,78
12321,G8KOUL7,1,105,105,1,105
12322,G8LOIGV,2,"547, 113","547, 113",2,"547,113"
12323,G8NRO4D,2,"86, 845","86, 845",2,"86,845"
12324,G8O8BFU,1,83,83,1,83
12325,G8OTYY4,1,90,90,1,90
12326,G8Q91FQ,2,"676, 582","676, 582",2,"676,582"
12327,G8QSBHK,7,"193, 44, 189, 44, 189, 189, 849","193, 44, 189, 849",4,189
12328,G8RUY4Q,3,"154, 154, 90","154, 90",2,154
12329,G8SJS5I,1,225,225,1,225
12330,G8THMW4,3,"577, 577, 577",577,1,577
12331,G8U53CE,1,845,845,1,845
12332,G8Z8413,2,"386, 843","386, 843",2,"386,843"
12333,G903UWO,2,"419, 846","419, 846",2,"419,846"
12334,G91V69M,3,"104, 76, 419","104, 76, 419",3,"104,76,419"
12335,G92BMXO,3,"356, 145, 148","356, 145, 148",3,"356,145,148"
12336,G9300VY,11,"193, 193, 193, 193, 193, 193, 193, 193, 193, 193, 189","193, 189",2,193
12337,G935G21,4,"113, 113, 115, 113","113, 115",2,113
12338,G974JMN,1,846,846,1,846
12339,G97SRT5,1,386,386,1,386
12340,G98X2U7,1,104,104,1,104
12341,G9ARH06,20,"78, 78, 78, 66, 78, 78, 78, 78, 78, 78, 79, 79, 79, 113, 79, 578, 79, 79, 79, 79","78, 66, 79, 113, 578",5,78
12342,G9B4QIO,1,86,86,1,86
12343,G9CYBPD,1,189,189,1,189
12344,G9DRRRJ,21,"83, 154, 154, 83, 83, 83, 154, 154, 154, 90, 537, 90, 84, 537, 84, 84, 537, 356, 90, 537, 154","83, 154, 90, 537, 84, 356",6,154
12345,G9EOCOD,11,"192, 192, 113, 192, 195, 192, 104, 66, 192, 188, 106","192, 113, 195, 104, 66, 188, 106",7,192
12346,G9FJ0KA,3,"160, 846, 681","160, 846, 681",3,"160,846,681"
12347,G9FO7HL,8,"85, 33, 846, 846, 846, 846, 846, 846","85, 33, 846",3,846
12348,G9H30ZI,6,"78, 578, 582, 582, 79, 157","78, 578, 582, 79, 157",5,582
12349,G9J6T9A,3,"289, 90, 289","289, 90",2,289
12350,G9JDZMB,1,83,83,1,83
12351,G9K7XTK,1,459,459,1,459
12352,G9LENCD,3,"113, 113, 113",113,1,113
12353,G9LQGP8,12,"237, 105, 846, 237, 846, 237, 237, 105, 105, 105, 237, 237","237, 105, 846",3,237
12354,G9OI8C7,1,199,199,1,199
12355,G9OUPQV,3,"157, 157, 157",157,1,157
12356,G9P2DE4,1,105,105,1,105
12357,G9R4HKF,1,459,459,1,459
12358,G9RXU8L,6,"78, 79, 28, 82, 79, 86","78, 79, 28, 82, 86",5,79
12359,G9VHN59,8,"83, 83, 300, 84, 356, 356, 189, 419","83, 300, 84, 356, 189, 419",6,"83,356"
12360,G9VUPZP,18,"105, 105, 231, 148, 83, 105, 105, 105, 148, 148, 86, 105, 148, 419, 105, 105, 148, 419","105, 231, 148, 83, 86, 419",6,105
12361,G9WB9EU,2,"105, 105",105,1,105
12362,G9YLZH9,6,"83, 85, 193, 86, 189, 189","83, 85, 193, 86, 189",5,189
12363,GA656JD,1,582,582,1,582
12364,GAAWI1K,8,"160, 83, 231, 83, 83, 84, 84, 846","160, 83, 231, 84, 846",5,83
12365,GAC2F04,1,78,78,1,78
12366,GAEETLD,1,907,907,1,907
12367,GAEJ8NF,1,193,193,1,193
12368,GAHZGNW,3,"304, 398, 299","304, 398, 299",3,"304,398,299"
12369,GAI66EH,2,"195, 841","195, 841",2,"195,841"
12370,GAIMCZO,5,"193, 193, 145, 145, 145","193, 145",2,145
12371,GAJZMN7,1,113,113,1,113
12372,GALXALP,9,"105, 85, 83, 85, 145, 105, 154, 846, 846","105, 85, 83, 145, 154, 846",6,"105,85,846"
12373,GAOUGIO,25,"20, 195, 195, 195, 195, 193, 195, 195, 195, 195, 195, 195, 195, 20, 195, 191, 191, 191, 191, 191, 679, 191, 191, 191, 547","20, 195, 193, 191, 679, 547",6,195
12374,GAPSIUH,1,391,391,1,391
12375,GAQ4IRP,3,"105, 23, 23","105, 23",2,23
12376,GAQ8XLE,3,"79, 28, 84","79, 28, 84",3,"79,28,84"
12377,GASGJZQ,1,855,855,1,855
12378,GASTLGS,8,"858, 858, 113, 858, 113, 106, 858, 113","858, 113, 106",3,858
12379,GAUGIMD,1,84,84,1,84
12380,GAUPYCW,1,44,44,1,44
12381,GAVT7D8,16,"78, 78, 78, 78, 78, 78, 78, 78, 78, 79, 79, 106, 79, 79, 79, 79","78, 79, 106",3,78
12382,GAWICD2,6,"83, 85, 105, 225, 386, 105","83, 85, 105, 225, 386",5,105
12383,GAX4DPL,8,"398, 398, 145, 299, 398, 189, 419, 845","398, 145, 299, 189, 419, 845",6,398
12384,GAXEN7L,1,846,846,1,846
12385,GB81AGC,1,231,231,1,231
12386,GBA8MQW,1,858,858,1,858
12387,GBAX2I2,2,"547, 578","547, 578",2,"547,578"
12388,GBBHE6N,1,849,849,1,849
12389,GBCNHOT,1,299,299,1,299
12390,GBHNW7S,6,"83, 83, 84, 84, 145, 846","83, 84, 145, 846",4,"83,84"
12391,GBHYRQ0,1,44,44,1,44
12392,GBI3U24,10,"196, 303, 303, 303, 303, 298, 79, 298, 298, 113","196, 303, 298, 79, 113",5,303
12393,GBKN4J5,5,"294, 105, 78, 85, 294","294, 105, 78, 85",4,294
12394,GBMFJWQ,2,"79, 201","79, 201",2,"79,201"
12395,GBO5DUV,2,"113, 113",113,1,113
12396,GBPTLIB,15,"66, 78, 265, 78, 110, 259, 113, 134, 189, 310, 113, 188, 578, 259, 188","66, 78, 265, 110, 259, 113, 134, 189, 310, 188, 578",11,"78,259,113,188"
12397,GBRA8HR,7,"66, 28, 104, 28, 265, 28, 79","66, 28, 104, 265, 79",5,28
12398,GBRCING,2,"113, 113",113,1,113
12399,GBRTNES,3,"189, 105, 197","189, 105, 197",3,"189,105,197"
12400,GBSYDH9,2,"845, 113","845, 113",2,"845,113"
12401,GBUF1DH,2,"55, 55",55,1,55
12402,GBUM3EW,1,86,86,1,86
12403,GBWGMJW,1,113,113,1,113
12404,GBXKQZV,2,"681, 86","681, 86",2,"681,86"
12405,GC1ZAJE,23,"113, 113, 113, 265, 265, 113, 28, 76, 76, 20, 76, 76, 76, 76, 274, 113, 76, 577, 76, 76, 76, 76, 113","113, 265, 28, 76, 20, 274, 577",7,76
12406,GC2SXYN,1,104,104,1,104
12407,GC3GQ2Q,2,"85, 83","85, 83",2,"85,83"
12408,GC5EJ5W,2,"154, 84","154, 84",2,"154,84"
12409,GC5YVN7,12,"92, 188, 225, 271, 188, 271, 271, 391, 391, 391, 13, 391","92, 188, 225, 271, 391, 13",6,391
12410,GC6WIE3,3,"28, 858, 547","28, 858, 547",3,"28,858,547"
12411,GCAI1DU,11,"193, 83, 193, 193, 193, 193, 193, 193, 83, 84, 83","193, 83, 84",3,193
12412,GCAZVMU,4,"149, 78, 79, 149","149, 78, 79",3,149
12413,GCBCM22,3,"81, 386, 225","81, 386, 225",3,"81,386,225"
12414,GCEGR68,2,"145, 356","145, 356",2,"145,356"
12415,GCH2SGH,4,"207, 207, 207, 207",207,1,207
12416,GCJB2A7,1,157,157,1,157
12417,GCLKRGO,2,"547, 113","547, 113",2,"547,113"
12418,GCMRIGQ,3,"43, 28, 43","43, 28",2,43
12419,GCNITUO,3,"104, 104, 295","104, 295",2,104
12420,GCOU2OR,3,"78, 113, 113","78, 113",2,113
12421,GCYKQY5,2,"858, 858",858,1,858
12422,GD2L6X1,11,"75, 28, 419, 79, 23, 79, 113, 79, 79, 113, 79","75, 28, 419, 79, 23, 113",6,79
12423,GD4K4C7,9,"113, 578, 679, 113, 547, 547, 113, 547, 113","113, 578, 679, 547",4,113
12424,GD4O4PR,3,"547, 85, 547","547, 85",2,547
12425,GD7OYN0,3,"84, 84, 84",84,1,84
12426,GDD1JKI,6,"104, 104, 104, 104, 104, 106","104, 106",2,104
12427,GDDOZCH,1,237,237,1,237
12428,GDGXHCS,11,"85, 105, 105, 537, 537, 105, 537, 537, 105, 537, 105","85, 105, 537",3,"105,537"
12429,GDIDS3P,6,"189, 84, 84, 84, 398, 145","189, 84, 398, 145",4,84
12430,GDJ5Q3V,13,"92, 110, 33, 391, 176, 176, 33, 92, 4, 176, 79, 841, 33","92, 110, 33, 391, 176, 4, 79, 841",8,"33,176"
12431,GDKAX8B,2,"391, 386","391, 386",2,"391,386"
12432,GDKJ9W0,1,154,154,1,154
12433,GDL2HKO,4,"161, 192, 573, 192","161, 192, 573",3,192
12434,GDLAV9K,1,201,201,1,201
12435,GDM47VI,1,44,44,1,44
12436,GDN8DO8,1,578,578,1,578
12437,GDR336N,5,"79, 79, 79, 79, 104","79, 104",2,79
12438,GDU8FTL,1,196,196,1,196
12439,GDWDY5V,3,"43, 401, 401","43, 401",2,401
12440,GDX4VRY,1,33,33,1,33
12441,GDXINLI,1,84,84,1,84
12442,GDYI0UG,1,86,86,1,86
12443,GDYKGVW,1,856,856,1,856
12444,GE12MDY,1,78,78,1,78
12445,GE24S4E,5,"259, 78, 79, 79, 679","259, 78, 79, 679",4,79
12446,GE2AZ6O,1,104,104,1,104
12447,GE2IW1I,5,"83, 83, 13, 13, 83","83, 13",2,83
12448,GE4Z269,2,"43, 134","43, 134",2,"43,134"
12449,GE4Z9X5,2,"856, 28","856, 28",2,"856,28"
12450,GE5E6ML,7,"28, 113, 79, 79, 79, 113, 79","28, 113, 79",3,79
12451,GE7FVPC,1,419,419,1,419
12452,GE80JWG,1,84,84,1,84
12453,GE8HE1M,2,"207, 193","207, 193",2,"207,193"
12454,GED6QG5,1,856,856,1,856
12455,GEFGEU6,1,845,845,1,845
12456,GEFZHA1,2,"537, 84","537, 84",2,"537,84"
12457,GEI9QGI,3,"391, 391, 846","391, 846",2,391
12458,GEIB4Y1,12,"105, 105, 105, 459, 44, 537, 84, 105, 105, 105, 537, 105","105, 459, 44, 537, 84",5,105
12459,GEKXYMM,1,104,104,1,104
12460,GEM1F61,5,"92, 92, 259, 92, 271","92, 259, 271",3,92
12461,GENJIEX,1,84,84,1,84
12462,GENJP95,8,"188, 310, 310, 13, 13, 298, 82, 134","188, 310, 13, 298, 82, 134",6,"310,13"
12463,GEPPWQC,2,"79, 858","79, 858",2,"79,858"
12464,GERFNKQ,4,"582, 582, 582, 401","582, 401",2,582
12465,GESS7RX,9,"113, 78, 78, 78, 113, 113, 113, 79, 858","113, 78, 79, 858",4,113
12466,GEUCZSV,2,"86, 86",86,1,86
12467,GEUMNEO,1,274,274,1,274
12468,GEVOF5V,3,"90, 90, 199","90, 199",2,90
12469,GEXO28B,1,176,176,1,176
12470,GEZ00L3,5,"13, 13, 583, 271, 66","13, 583, 271, 66",4,13
12471,GEZTOTQ,1,858,858,1,858
12472,GF10M0I,4,"85, 391, 575, 86","85, 391, 575, 86",4,"85,391,575,86"
12473,GF2XB0B,1,4,4,1,4
12474,GF3FE58,2,"845, 845",845,1,845
12475,GF5DIBK,6,"299, 299, 159, 299, 356, 299","299, 159, 356",3,299
12476,GF86SH1,8,"84, 84, 84, 289, 289, 145, 207, 289","84, 289, 145, 207",4,"84,289"
12477,GF9RCVM,1,180,180,1,180
12478,GFBKHG8,1,90,90,1,90
12479,GFEERE0,5,"113, 225, 113, 113, 113","113, 225",2,113
12480,GFFCG59,6,"81, 85, 274, 304, 225, 225","81, 85, 274, 304, 225",5,225
12481,GFGTQQP,5,"157, 157, 157, 157, 157",157,1,157
12482,GFHZB3B,1,189,189,1,189
12483,GFICZ72,3,"157, 157, 157",157,1,157
12484,GFOVIFY,2,"288, 288",288,1,288
12485,GFP878J,1,85,85,1,85
12486,GFPL1KB,1,294,294,1,294
12487,GFPLX1R,1,578,578,1,578
12488,GFQ0WQ9,1,90,90,1,90
12489,GFSCM0C,1,85,85,1,85
12490,GFSVIC7,12,"145, 86, 84, 105, 84, 537, 145, 84, 537, 419, 846, 419","145, 86, 84, 105, 537, 419, 846",7,84
12491,GFU5KQ0,1,907,907,1,907
12492,GFUXFIU,4,"856, 858, 113, 113","856, 858, 113",3,113
12493,GFV5KWA,1,161,161,1,161
12494,GFZX9AS,6,"676, 79, 79, 679, 79, 856","676, 79, 679, 856",4,79
12495,GG06NSE,11,"105, 105, 105, 105, 105, 105, 44, 105, 398, 398, 105","105, 44, 398",3,105
12496,GG8SJLN,2,"288, 75","288, 75",2,"288,75"
12497,GGANTHE,5,"679, 679, 858, 679, 679","679, 858",2,679
12498,GGAOX22,1,113,113,1,113
12499,GGDADOR,1,583,583,1,583
12500,GGF77VZ,1,189,189,1,189
12501,GGHCNUP,1,841,841,1,841
12502,GGHK00I,1,160,160,1,160
12503,GGIDLLS,2,"113, 113",113,1,113
12504,GGIQQ6C,1,4,4,1,4
12505,GGKXKQU,4,"161, 161, 161, 161",161,1,161
12506,GGOBRR8,3,"578, 79, 79","578, 79",2,79
12507,GGSCT92,5,"679, 104, 104, 676, 679","679, 104, 676",3,"679,104"
12508,GGSWMGJ,15,"85, 90, 154, 145, 85, 105, 148, 105, 90, 105, 154, 225, 537, 207, 86","85, 90, 154, 145, 105, 148, 225, 537, 207, 86",10,105
12509,GGV7VJR,2,"679, 4","679, 4",2,"679,4"
12510,GGVZUIT,1,90,90,1,90
12511,GH0EXM3,6,"113, 113, 113, 113, 113, 113",113,1,113
12512,GH3HFZD,7,"578, 547, 547, 547, 547, 547, 547","578, 547",2,547
12513,GH3QAGM,8,"92, 180, 4, 92, 92, 134, 92, 92","92, 180, 4, 134",4,92
12514,GH8JZZC,3,"33, 92, 33","33, 92",2,33
12515,GH8QLHJ,2,"845, 845",845,1,845
12516,GH95I2A,1,578,578,1,578
12517,GHA06QW,5,"582, 86, 582, 43, 582","582, 86, 43",3,582
12518,GHBIGUA,3,"356, 356, 356",356,1,356
12519,GHCDEHZ,4,"83, 83, 575, 84","83, 575, 84",3,83
12520,GHEXF2A,3,"846, 843, 843","846, 843",2,843
12521,GHF69YC,2,"199, 44","199, 44",2,"199,44"
12522,GHFINGR,14,"203, 161, 161, 161, 161, 161, 161, 161, 573, 199, 573, 573, 573, 199","203, 161, 573, 199",4,161
12523,GHIU617,1,188,188,1,188
12524,GHJ0IYS,3,"193, 459, 84","193, 459, 84",3,"193,459,84"
12525,GHKAFKI,2,"679, 679",679,1,679
12526,GHLPC9V,1,157,157,1,157
12527,GHMKDTJ,1,265,265,1,265
12528,GHRFQ6T,3,"154, 154, 154",154,1,154
12529,GHRQTZ6,1,84,84,1,84
12530,GHVKP6Z,1,85,85,1,85
12531,GHWZMDN,1,110,110,1,110
12532,GHXDY86,14,"106, 106, 75, 106, 106, 106, 106, 106, 106, 106, 106, 106, 79, 79","106, 75, 79",3,106
12533,GHYKOSW,1,577,577,1,577
12534,GHYWBYX,1,86,86,1,86
12535,GI0AAKD,4,"78, 79, 113, 79","78, 79, 113",3,79
12536,GI2O9S2,7,"849, 84, 84, 849, 84, 55, 84","849, 84, 55",3,84
12537,GI565EN,1,20,20,1,20
12538,GI5KIUW,2,"288, 149","288, 149",2,"288,149"
12539,GI7XLHU,1,83,83,1,83
12540,GI9VVDK,7,"294, 193, 193, 44, 193, 243, 189","294, 193, 44, 243, 189",5,193
12541,GIB4AO0,8,"83, 391, 386, 84, 386, 386, 356, 356","83, 391, 386, 84, 356",5,386
12542,GIEB05B,2,"86, 299","86, 299",2,"86,299"
12543,GIFF7OW,1,195,195,1,195
12544,GIGJ6AM,2,"28, 578","28, 578",2,"28,578"
12545,GIJTNYL,8,"237, 583, 237, 189, 459, 84, 189, 386","237, 583, 189, 459, 84, 386",6,"237,189"
12546,GIJWV5Z,1,289,289,1,289
12547,GIK4BO8,2,"83, 83",83,1,83
12548,GIKVBET,2,"386, 386",386,1,386
12549,GIMI3RX,3,"85, 231, 849","85, 231, 849",3,"85,231,849"
12550,GIMT7UX,1,845,845,1,845
12551,GIO6BBX,5,"176, 66, 66, 66, 66","176, 66",2,66
12552,GIUR1EM,5,"573, 573, 856, 573, 573","573, 856",2,573
12553,GIV3R7U,1,849,849,1,849
12554,GIVXHJG,1,578,578,1,578
12555,GIW6H5Q,4,"243, 85, 85, 583","243, 85, 583",3,85
12556,GJ08KIB,11,"288, 288, 288, 13, 81, 13, 13, 13, 75, 13, 288","288, 13, 81, 75",4,13
12557,GJ1ZWJO,1,191,191,1,191
12558,GJ2TB91,2,"846, 846",846,1,846
12559,GJ2UVZR,2,"180, 180",180,1,180
12560,GJ4LZ47,24,"82, 193, 83, 193, 193, 193, 193, 193, 105, 82, 193, 83, 189, 189, 386, 189, 189, 537, 846, 189, 84, 189, 189, 83","82, 193, 83, 105, 189, 386, 537, 846, 84",9,"193,189"
12561,GJ6VKKB,12,"197, 83, 105, 197, 148, 105, 537, 459, 195, 105, 160, 90","197, 83, 105, 148, 537, 459, 195, 160, 90",9,105
12562,GJ74V9A,1,259,259,1,259
12563,GJ9HXPQ,3,"78, 195, 78","78, 195",2,78
12564,GJDX567,1,104,104,1,104
12565,GJES9OA,3,"195, 191, 157","195, 191, 157",3,"195,191,157"
12566,GJFFKQ3,8,"106, 113, 28, 67, 28, 28, 113, 28","106, 113, 28, 67",4,28
12567,GJH1129,1,225,225,1,225
12568,GJK7BUZ,2,"679, 259","679, 259",2,"679,259"
12569,GJMG6UK,3,"846, 44, 846","846, 44",2,846
12570,GJNACKJ,1,86,86,1,86
12571,GJNUBMZ,1,398,398,1,398
12572,GJPBI5W,5,"28, 113, 113, 84, 578","28, 113, 84, 578",4,113
12573,GJQ4ZOP,9,"113, 106, 113, 113, 78, 78, 303, 113, 113","113, 106, 78, 303",4,113
12574,GJQCBG7,11,"303, 303, 303, 192, 192, 113, 110, 298, 681, 86, 86","303, 192, 113, 110, 298, 681, 86",7,303
12575,GJQSXD6,1,157,157,1,157
12576,GJR204K,14,"85, 105, 105, 105, 86, 105, 84, 575, 105, 105, 105, 105, 105, 105","85, 105, 86, 84, 575",5,105
12577,GJSSFFV,27,"300, 300, 288, 300, 300, 300, 303, 295, 82, 303, 303, 303, 303, 578, 303, 76, 310, 303, 303, 303, 303, 303, 303, 310, 82, 303, 113","300, 288, 303, 295, 82, 578, 76, 310, 113",9,303
12578,GJTUY69,5,"148, 193, 105, 83, 537","148, 193, 105, 83, 537",5,"148,193,105,83,537"
12579,GJZDS65,6,"4, 85, 391, 83, 82, 681","4, 85, 391, 83, 82, 681",6,"4,85,391,83,82,681"
12580,GK0SGEK,1,188,188,1,188
12581,GK3PMAR,1,197,197,1,197
12582,GK664WG,5,"78, 78, 79, 79, 79","78, 79",2,79
12583,GK941NZ,9,"84, 84, 160, 145, 160, 459, 145, 145, 160","84, 160, 145, 459",4,"160,145"
12584,GK9XVTJ,1,386,386,1,386
12585,GKBUB6K,1,841,841,1,841
12586,GKC9NZG,1,845,845,1,845
12587,GKETPE3,10,"193, 193, 193, 160, 289, 391, 189, 160, 846, 846","193, 160, 289, 391, 189, 846",6,193
12588,GKHBZ4I,1,20,20,1,20
12589,GKHM3EJ,1,855,855,1,855
12590,GKKOFNA,4,"459, 459, 459, 459",459,1,459
12591,GKLOVHL,1,113,113,1,113
12592,GKOWD6I,5,"193, 459, 105, 386, 105","193, 459, 105, 386",4,105
12593,GKQCG3Z,2,"849, 849",849,1,849
12594,GKRP2QA,1,855,855,1,855
12595,GKTYZU9,2,"192, 192",192,1,192
12596,GKUN5HW,2,"189, 191","189, 191",2,"189,191"
12597,GKV9D86,12,"113, 113, 113, 79, 79, 79, 578, 23, 79, 79, 79, 578","113, 79, 578, 23",4,79
12598,GL5I0JK,6,"78, 195, 195, 195, 195, 195","78, 195",2,195
12599,GL61FRK,1,197,197,1,197
12600,GL6LYS0,1,33,33,1,33
12601,GLBLUHL,3,"855, 855, 855",855,1,855
12602,GLEY5MR,1,207,207,1,207
12603,GLGT6I2,1,160,160,1,160
12604,GLI3ZID,1,157,157,1,157
12605,GLJCZKF,2,"67, 67",67,1,67
12606,GLK95VY,1,386,386,1,386
12607,GLO2HVZ,1,841,841,1,841
12608,GLOTMW2,1,28,28,1,28
12609,GLPKIE4,2,"85, 85",85,1,85
12610,GLWWMFB,5,"90, 90, 90, 356, 207","90, 356, 207",3,90
12611,GLWYGC2,13,"113, 113, 113, 113, 113, 113, 201, 113, 225, 113, 113, 113, 113","113, 201, 225",3,113
12612,GLXEZWT,1,203,203,1,203
12613,GLXIQGV,1,398,398,1,398
12614,GM0ZQ12,15,"134, 92, 180, 134, 134, 28, 265, 578, 4, 188, 134, 578, 23, 134, 134","134, 92, 180, 28, 265, 578, 4, 188, 23",9,134
12615,GM27O91,7,"231, 231, 231, 231, 231, 231, 225","231, 225",2,231
12616,GM2YON5,1,207,207,1,207
12617,GM3LBF1,2,"304, 105","304, 105",2,"304,105"
12618,GM54CBF,1,159,159,1,159
12619,GM76YIY,1,44,44,1,44
12620,GMBBGZE,1,398,398,1,398
12621,GMBP799,8,"43, 459, 459, 459, 44, 459, 44, 84","43, 459, 44, 84",4,459
12622,GMD4QIW,16,"391, 391, 83, 299, 237, 386, 225, 386, 44, 105, 386, 105, 105, 84, 105, 84","391, 83, 299, 237, 386, 225, 44, 105, 84",9,105
12623,GME7JHE,1,145,145,1,145
12624,GMH57XX,3,"113, 176, 221","113, 176, 221",3,"113,176,221"
12625,GMIJLGK,5,"43, 191, 199, 294, 44","43, 191, 199, 294, 44",5,"43,191,199,294,44"
12626,GMJ99D6,35,"294, 289, 231, 231, 193, 289, 294, 289, 289, 289, 105, 81, 55, 55, 84, 225, 55, 575, 55, 148, 55, 537, 207, 84, 207, 459, 207, 225, 575, 207, 105, 84, 207, 207, 84","294, 289, 231, 193, 105, 81, 55, 84, 225, 575, 148, 537, 207, 459",14,207
12627,GMJC484,2,"83, 537","83, 537",2,"83,537"
12628,GMKUPBV,2,"159, 79","159, 79",2,"159,79"
12629,GMM1ABW,6,"44, 299, 44, 299, 299, 299","44, 299",2,299
12630,GMMQ5AM,2,"575, 84","575, 84",2,"575,84"
12631,GMO6OEJ,4,"78, 79, 28, 79","78, 79, 28",3,79
12632,GMPRPR7,1,78,78,1,78
12633,GMPY44K,1,401,401,1,401
12634,GMTTWYF,4,"157, 113, 113, 113","157, 113",2,113
12635,GMU1QTK,1,547,547,1,547
12636,GMXJR28,4,"55, 55, 583, 55","55, 583",2,55
12637,GN25E72,8,"578, 578, 33, 271, 271, 33, 271, 271","578, 33, 271",3,271
12638,GN3H67I,3,"157, 79, 149","157, 79, 149",3,"157,79,149"
12639,GN72EU8,2,"86, 845","86, 845",2,"86,845"
12640,GN9FOOH,1,79,79,1,79
12641,GN9S89D,8,"157, 157, 157, 157, 157, 356, 157, 157","157, 356",2,157
12642,GNDQLXC,2,"90, 90",90,1,90
12643,GNGHA1K,1,145,145,1,145
12644,GNH82QY,2,"386, 386",386,1,386
12645,GNI5IF6,1,84,84,1,84
12646,GNJ54LL,1,104,104,1,104
12647,GNK29L9,1,44,44,1,44
12648,GNKIWWD,2,"85, 105","85, 105",2,"85,105"
12649,GNKU5KS,1,105,105,1,105
12650,GNL1XVR,1,243,243,1,243
12651,GNLQWOI,1,86,86,1,86
12652,GNM7UAJ,1,105,105,1,105
12653,GNRGEX3,8,"83, 193, 386, 386, 189, 846, 846, 189","83, 193, 386, 189, 846",5,"386,189,846"
12654,GNRJNW2,4,"845, 845, 845, 845",845,1,845
12655,GNS4OA6,1,113,113,1,113
12656,GNU0XYM,2,"386, 160","386, 160",2,"386,160"
12657,GNUPYHV,7,"104, 271, 271, 271, 159, 271, 271","104, 271, 159",3,271
12658,GNUQQUX,1,196,196,1,196
12659,GNWXUXH,9,"113, 113, 161, 113, 113, 113, 310, 203, 192","113, 161, 310, 203, 192",5,113
12660,GO1YIM0,3,"583, 386, 84","583, 386, 84",3,"583,386,84"
12661,GO2H5RM,1,537,537,1,537
12662,GO6O6DV,16,"28, 28, 78, 28, 113, 78, 78, 113, 79, 79, 43, 28, 28, 858, 28, 28","28, 78, 113, 79, 43, 858",6,28
12663,GO7LLZH,2,"195, 4","195, 4",2,"195,4"
12664,GO8D6EM,3,"83, 79, 84","83, 79, 84",3,"83,79,84"
12665,GO8Q74X,1,44,44,1,44
12666,GO8UZ7F,4,"78, 78, 43, 79","78, 43, 79",3,78
12667,GOAIJAK,3,"189, 189, 189",189,1,189
12668,GOBJZGK,2,"23, 43","23, 43",2,"23,43"
12669,GOG3A0Z,4,"537, 154, 356, 356","537, 154, 356",3,356
12670,GOJAM8W,9,"197, 83, 197, 225, 145, 180, 105, 105, 84","197, 83, 225, 145, 180, 105, 84",7,"197,105"
12671,GOLIIC9,1,203,203,1,203
12672,GOMPYXQ,4,"195, 106, 106, 106","195, 106",2,106
12673,GOQNIAZ,1,419,419,1,419
12674,GORK87I,4,"189, 189, 189, 583","189, 583",2,189
12675,GOU71UY,1,196,196,1,196
12676,GOVVV3W,9,"195, 195, 55, 195, 195, 841, 841, 841, 841","195, 55, 841",3,"195,841"
12677,GOX43PL,1,105,105,1,105
12678,GOXL9FH,1,113,113,1,113
12679,GP4HF22,1,193,193,1,193
12680,GP69PUY,2,"83, 83",83,1,83
12681,GP6E2KM,1,180,180,1,180
12682,GP8YX35,2,"189, 84","189, 84",2,"189,84"
12683,GPAQFDK,3,"195, 78, 195","195, 78",2,195
12684,GPAQLZP,5,"105, 105, 55, 105, 583","105, 55, 583",3,105
12685,GPD6OYN,1,113,113,1,113
12686,GPDR0XN,4,"188, 188, 188, 188",188,1,188
12687,GPDV2ED,10,"106, 304, 304, 299, 105, 145, 299, 160, 299, 846","106, 304, 299, 105, 145, 160, 846",7,299
12688,GPENAGN,1,201,201,1,201
12689,GPH6IJH,1,310,310,1,310
12690,GPISF6F,7,"4, 4, 4, 145, 583, 4, 4","4, 145, 583",3,4
12691,GPLBGPF,8,"85, 148, 85, 148, 85, 85, 86, 386","85, 148, 86, 386",4,85
